Date,Symbol,Dir,Filled,Result,Trigger,Stop,Exit,Qty,Gross,Net,R,rvol5,Source
2026-03-20,CHOLAFIN,L,N,skipped (no_confirm),1468,1461.9,,,,,,,reconstructed
2026-03-20,SBILIFE,L,N,skipped (no_confirm),1919.9,1914.45,,,,,,,reconstructed
2026-03-20,MANKIND,S,Y,exited at stoploss,1990,1996.65,1993.95,28,-186,-249,-1.34,2.674985464868114,reconstructed
2026-03-20,MANKIND,S,Y,exited at stoploss,1990,1996.65,1994.45,28,-186,-249,-1.34,2.674985464868114,reconstructed
2026-03-23,GRASIM,S,Y,exited at 15:15,2571.4,2579.55,2525.4,21,788,728,4.26,6.001296772951879,reconstructed
2026-03-23,TATACHEM,S,Y,exited at stoploss,603.25,605.05,603.4499999999999,93,-167,-234,-1.40,4.116021655013681,reconstructed
2026-03-23,TATACHEM,S,Y,exited at stoploss,603.25,605.05,603.4,93,-167,-234,-1.40,4.116021655013681,reconstructed
2026-03-23,PETRONET,S,Y,exited at 15:15,245.4,246.9,238.15,229,1569,1507,4.39,3.9126019454899468,reconstructed
2026-03-23,MUTHOOTFIN,S,Y,exited at 15:15,3160.2,3172.25,3116.7,17,534,475,2.32,3.8948058017480776,reconstructed
2026-03-23,MAXHEALTH,S,Y,exited at stoploss,950.3,953.2,948.7,59,-171,-235,-1.38,3.805830863601902,reconstructed
2026-03-23,MAXHEALTH,S,Y,exited at stoploss,950.3,953.2,950.5000000000001,59,-171,-236,-1.38,3.805830863601902,reconstructed
2026-03-23,GODREJCP,S,Y,exited at stoploss,997.3,1000.75,999.0500000000001,56,-193,-257,-1.33,3.7374552453695937,reconstructed
2026-03-23,GODREJCP,S,Y,exited at stoploss,997.3,1000.75,999.45,56,-193,-257,-1.33,3.7374552453695937,reconstructed
2026-03-23,LICHSGFIN,S,Y,exited at stoploss,471.4,472.95,470.35,119,-184,-252,-1.36,3.686190728710662,reconstructed
2026-03-23,LICHSGFIN,S,Y,exited at 15:15,471.4,472.95,461.1,119,1071,1009,5.47,3.686190728710662,reconstructed
2026-03-23,MARICO,S,Y,exited at stoploss,729.85,731.6,729.15,77,-135,-200,-1.49,3.121902574568701,reconstructed
2026-03-23,MARICO,S,Y,exited at stoploss,729.85,731.6,729.9,77,-135,-200,-1.49,3.121902574568701,reconstructed
2026-03-24,GAIL,S,Y,exited at stoploss,137,138,136.89,410,-410,-881,-2.15,3.719523288393912,reconstructed
2026-03-24,GAIL,S,Y,exited at stoploss,137,138,137.7,410,-410,-882,-2.15,3.719523288393912,reconstructed
2026-03-24,LODHA,S,Y,exited at stoploss,732.25,736.05,735.4,76,-289,-354,-1.22,3.700992968317585,reconstructed
2026-03-24,LODHA,S,Y,exited at stoploss,732.25,736.05,735.0999999999999,76,-289,-354,-1.22,3.700992968317585,reconstructed
2026-03-24,ASIANPAINT,L,N,skipped (no_confirm),2215,2208.45,,,,,,,reconstructed
2026-03-24,POWERGRID,S,Y,exited at stoploss,295.8,296.7,296.04999999999995,190,-171,-242,-1.42,2.9027282230026783,reconstructed
2026-03-24,ALKEM,L,N,skipped (no_confirm),5243,5230.05,,,,,,,reconstructed
2026-03-24,INOXWIND,S,Y,exited at stoploss,77,78,78.5,730,-730,-1522,-2.09,2.546960900553253,reconstructed
2026-03-24,DALBHARAT,S,Y,exited at stoploss,1752.1,1759.25,1754.95,32,-229,-292,-1.28,2.5332197230847844,reconstructed
2026-03-24,DALBHARAT,S,Y,exited at stoploss,1752.1,1759.25,1754.65,32,-229,-292,-1.28,2.5332197230847844,reconstructed
2026-03-24,BPCL,S,Y,exited at stoploss,272.65,274.15,273.55,206,-309,-381,-1.23,2.499001199318034,reconstructed
2026-03-25,UNITDSPR,S,Y,exited at stoploss,1321,1325.65,1323.15,42,-195,-258,-1.32,13.642203375748428,reconstructed
2026-03-25,UNITDSPR,S,Y,exited at stoploss,1321,1325.65,1323.0500000000002,42,-195,-258,-1.32,13.642203375748428,reconstructed
2026-03-25,UNOMINDA,L,Y,exited at stoploss,1099.5,1094.95,1095.45,51,-232,-296,-1.28,8.713750232318876,reconstructed
2026-03-25,LODHA,L,Y,exited at stoploss,752.6,749.05,751.8,74,-263,-328,-1.25,6.013961652757203,reconstructed
2026-03-25,LODHA,L,Y,exited at stoploss,752.6,749.05,749.2499999999999,74,-263,-328,-1.25,6.013961652757203,reconstructed
2026-03-25,SYNGENE,L,Y,exited at 15:15,418,416.65,419.65,134,121,59,0.33,4.990063792067614,reconstructed
2026-03-25,GRANULES,L,Y,exited at stoploss,619.45,617.25,624.9499999999999,90,-198,-265,-1.34,4.46104712171462,reconstructed
2026-03-25,GRANULES,L,Y,exited at 15:15,619.45,617.25,630.05,90,418,357,1.80,4.46104712171462,reconstructed
2026-03-25,AMBUJACEM,L,Y,exited at stoploss,424.4,422.8,424.35,132,-211,-280,-1.32,4.113444133862577,reconstructed
2026-03-25,AMBUJACEM,L,Y,exited at stoploss,424.4,422.8,423.40000000000003,132,-211,-280,-1.32,4.113444133862577,reconstructed
2026-03-25,GODREJCP,L,Y,exited at 15:15,1026.9,1023.75,1040.1,54,405,344,2.02,3.3658480211565798,reconstructed
2026-03-25,MGL,L,Y,exited at stoploss,954.4,950.1,964.1,58,-249,-314,-1.26,3.314338039932917,reconstructed
2026-03-25,MGL,L,Y,exited at stoploss,954.4,950.1,953.3000000000001,58,-249,-313,-1.26,3.314338039932917,reconstructed
2026-03-27,OFSS,L,Y,exited at stoploss,6732,6711.1,6821.1,8,-167,-228,-1.36,9.496078625494576,reconstructed
2026-03-27,OFSS,L,Y,exited at stoploss,6732,6711.1,6798.6,8,-167,-228,-1.36,9.496078625494576,reconstructed
2026-03-27,BPCL,L,N,skipped (no_confirm),298.5,297.1,,,,,,,reconstructed
2026-03-27,HINDPETRO,S,Y,exited at stoploss,350.2,352.15,345.95,160,-312,-381,-1.22,4.056460307237849,reconstructed
2026-03-27,HINDPETRO,S,Y,exited at 15:15,350.2,352.15,341.65,160,488,427,1.37,4.056460307237849,reconstructed
2026-03-27,BDL,S,Y,exited at 15:15,1180.8,1186.45,1137.7,47,1951,1890,7.12,3.162026370776968,reconstructed
2026-03-27,GODREJCP,S,N,skipped (no_confirm),1014.5,1017.75,,,,,,,reconstructed
2026-03-27,VBL,S,Y,exited at stoploss,393,394.45,394.4,143,-207,-276,-1.33,3.0687551463162985,reconstructed
2026-03-27,VBL,S,Y,exited at stoploss,393,394.45,394.2,143,-207,-276,-1.33,3.0687551463162985,reconstructed
2026-03-27,CIPLA,L,Y,exited at stoploss,1239.9,1237.2,1240.8999999999999,45,-122,-185,-1.53,3.060821569320821,reconstructed
2026-03-27,CIPLA,L,Y,exited at stoploss,1239.9,1237.2,1238.1,45,-122,-185,-1.52,3.060821569320821,reconstructed
2026-03-27,PHOENIXLTD,S,Y,exited at stoploss,1521.4,1526.65,1522.45,36,-189,-251,-1.33,3.04479453637373,reconstructed
2026-03-27,PHOENIXLTD,S,Y,exited at stoploss,1521.4,1526.65,1526.05,36,-189,-251,-1.33,3.04479453637373,reconstructed
2026-03-30,COLPAL,S,Y,exited at 15:15,1840.3,1846.2,1789,30,1455,1394,7.88,6.787494018664921,reconstructed
2026-03-30,ICICIGI,S,Y,exited at stoploss,1687.3,1691.8,1691,33,-148,-211,-1.42,6.381398017018758,reconstructed
2026-03-30,OBEROIRLTY,L,Y,exited at stoploss,1452.7,1447.85,1453.1499999999999,38,-184,-247,-1.34,5.147337527830911,reconstructed
2026-03-30,OBEROIRLTY,L,Y,exited at stoploss,1452.7,1447.85,1459.1499999999999,38,-184,-247,-1.34,5.147337527830911,reconstructed
2026-03-30,AXISBANK,S,Y,exited at stoploss,1157.5,1161.35,1159.75,48,-185,-248,-1.34,4.589364123277298,reconstructed
2026-03-30,AXISBANK,S,Y,exited at stoploss,1157.5,1161.35,1161.1499999999999,48,-185,-248,-1.34,4.589364123277298,reconstructed
2026-03-30,KOTAKBANK,S,Y,exited at stoploss,352.95,354,353.8,159,-167,-237,-1.42,3.8491828164245923,reconstructed
2026-03-30,KOTAKBANK,S,Y,exited at stoploss,352.95,354,353.90000000000003,159,-167,-237,-1.42,3.8491828164245923,reconstructed
2026-03-30,GODREJCP,L,N,skipped (no_confirm),1004,1000.65,,,,,,,reconstructed
2026-03-30,UNIONBANK,S,Y,exited at 15:15,170,171,164.37,330,1713,1651,5.00,3.657547066593546,reconstructed
2026-03-30,CHOLAFIN,L,N,skipped (no_confirm),1387.1,1381.05,,,,,,,reconstructed
2026-04-01,DMART,L,Y,exited at stoploss,4229,4216.75,4232.35,13,-159,-221,-1.39,15.669836443647917,reconstructed
2026-04-01,DMART,L,Y,exited at stoploss,4229,4216.75,4238.15,13,-159,-221,-1.39,15.669836443647917,reconstructed
2026-04-01,ASHOKLEY,L,N,skipped (no_confirm),163,162,,,,,,,reconstructed
2026-04-01,NESTLEIND,L,N,skipped (no_confirm),1190.4,1187.8,,,,,,,reconstructed
2026-04-01,AUROPHARMA,L,Y,exited at stoploss,1355.4,1351.8,1351.8999999999999,41,-148,-211,-1.43,5.081118787281525,reconstructed
2026-04-01,AUROPHARMA,L,Y,exited at stoploss,1355.4,1351.8,1352.1,41,-148,-211,-1.43,5.081118787281525,reconstructed
2026-04-01,GLENMARK,L,Y,exited at stoploss,2220,2212.15,2218.75,25,-196,-259,-1.32,4.571457447065449,reconstructed
2026-04-01,GLENMARK,L,Y,exited at stoploss,2220,2212.15,2220.4500000000003,25,-196,-259,-1.32,4.571457447065449,reconstructed
2026-04-01,JUBLFOOD,S,Y,exited at 15:15,447,448.8,444.1,125,287,226,1.00,4.481609265680615,reconstructed
2026-04-01,TRENT,L,Y,exited at stoploss,2349.3,2340.65,2341.0499999999997,23,-199,-260,-1.30,4.256806437524901,reconstructed
2026-04-01,MANKIND,L,Y,exited at stoploss,2035.8,2029,2029.9,27,-184,-245,-1.34,4.2306420924681865,reconstructed
2026-04-02,DMART,L,Y,exited at stoploss,4256,4242.1,4270.1,13,-181,-243,-1.34,4.557112590076462,reconstructed
2026-04-02,DMART,L,Y,exited at stoploss,4256,4242.1,4253.5,13,-181,-242,-1.34,4.557112590076462,reconstructed
2026-04-02,SUNPHARMA,S,N,skipped (no_confirm),1620,1624.05,,,,,,,reconstructed
2026-04-02,PRESTIGE,S,Y,exited at stoploss,1107.5,1113.05,1112.35,50,-277,-341,-1.23,4.15610339432033,reconstructed
2026-04-02,PAGEIND,L,Y,exited at stoploss,32940,32846,32986,1,-94,-130,-1.39,3.813807887672706,reconstructed
2026-04-02,PAGEIND,L,Y,exited at 15:15,32940,32846,33970,1,980,944,10.04,3.813807887672706,reconstructed
2026-04-02,SUPREMEIND,S,Y,exited at stoploss,3478.2,3491.3,3456.5000000000005,16,-210,-271,-1.29,3.757890193468906,reconstructed
2026-04-02,SUPREMEIND,S,Y,exited at stoploss,3478.2,3491.3,3458.1000000000004,16,-210,-271,-1.29,3.757890193468906,reconstructed
2026-04-02,BOSCHLTD,L,Y,exited at 15:15,30445,30346.45,32030,1,1555,1521,15.44,3.4564428818572464,reconstructed
2026-04-02,MAZDOCK,S,Y,exited at stoploss,2219,2230.2,2226.1,25,-280,-342,-1.22,2.8906094263640343,reconstructed
2026-04-02,MAZDOCK,S,Y,exited at stoploss,2219,2230.2,2229.2,25,-280,-342,-1.22,2.8906094263640343,reconstructed
2026-04-02,CIPLA,S,Y,exited at stoploss,1174.5,1177.45,1175.95,47,-139,-202,-1.45,2.725724861665446,reconstructed
2026-04-02,CIPLA,S,Y,exited at stoploss,1174.5,1177.45,1174.65,47,-139,-202,-1.45,2.725724861665446,reconstructed
2026-04-06,RBLBANK,S,N,skipped (no_confirm),302.3,303.25,,,,,,,reconstructed
2026-04-06,DMART,S,Y,exited at stoploss,4384.3,4399.05,4381.65,12,-177,-235,-1.33,11.015856395151552,reconstructed
2026-04-06,DMART,S,Y,exited at stoploss,4384.3,4399.05,4398.75,12,-177,-235,-1.33,11.015856395151552,reconstructed
2026-04-06,TRENT,L,Y,exited at stoploss,2467.2,2457.45,2463.15,22,-214,-275,-1.28,6.75530828995717,reconstructed
2026-04-06,TRENT,L,Y,exited at 15:15,2467.2,2457.45,2554.4,22,1582,1522,7.09,6.75530828995717,reconstructed
2026-04-06,DABUR,S,Y,exited at stoploss,417.35,418.65,418.44999999999993,134,-174,-242,-1.39,5.144501372367412,reconstructed
2026-04-06,DABUR,S,Y,exited at stoploss,417.35,418.65,417.9,134,-174,-242,-1.39,5.144501372367412,reconstructed
2026-04-06,BOSCHLTD,L,Y,exited at stoploss,32775,32664.9,32849.9,1,-110,-146,-1.33,4.582161164480117,reconstructed
2026-04-06,BOSCHLTD,L,Y,exited at stoploss,32775,32664.9,32974.9,1,-110,-147,-1.33,4.582161164480117,reconstructed
2026-04-06,PRESTIGE,S,N,skipped (no_confirm),1133.6,1139.2,,,,,,,reconstructed
2026-04-06,DALBHARAT,L,Y,exited at stoploss,1809.3,1801.45,1823.95,31,-243,-307,-1.26,3.1830091406813668,reconstructed
2026-04-06,DALBHARAT,L,Y,exited at 15:15,1809.3,1801.45,1875.2,31,1603,1541,6.33,3.1830091406813668,reconstructed
2026-04-06,LAURUSLABS,S,N,skipped (no_confirm),1016.55,1020.6,,,,,,,reconstructed
2026-04-07,JUBLFOOD,S,Y,exited at stoploss,428.05,429.95,427.4,131,-249,-317,-1.27,25.01070772177906,reconstructed
2026-04-07,JUBLFOOD,S,Y,exited at stoploss,428.05,429.95,428.79999999999995,131,-249,-317,-1.27,25.01070772177906,reconstructed
2026-04-07,GODREJCP,L,Y,exited at stoploss,1024,1021.15,1036.0500000000002,54,-154,-218,-1.42,17.202743910515057,reconstructed
2026-04-07,GODREJCP,L,Y,exited at stoploss,1024,1021.15,1026.4,54,-154,-218,-1.41,17.202743910515057,reconstructed
2026-04-07,TITAGARH,L,Y,exited at 15:15,665,662,694,84,2310,2248,8.92,8.324618449119544,reconstructed
2026-04-07,HINDALCO,L,N,skipped (no_confirm),964.25,960.9,,,,,,,reconstructed
2026-04-07,PRESTIGE,S,N,skipped (no_confirm),1156,1161.75,,,,,,,reconstructed
2026-04-07,KALYANKJIL,S,Y,exited at 15:15,424,425.65,414.5,132,1049,988,4.54,4.435959306965153,reconstructed
2026-04-07,TATACONSUM,L,Y,exited at stoploss,1050,1046.95,1053.65,53,-162,-226,-1.40,3.796841278035962,reconstructed
2026-04-07,TATACONSUM,L,Y,exited at stoploss,1050,1046.95,1048.55,53,-162,-226,-1.40,3.796841278035962,reconstructed
2026-04-07,ADANIGREEN,S,N,skipped (no_confirm),912.5,916.4,,,,,,,reconstructed
2026-04-08,TITAGARH,S,Y,exited at stoploss,711.9,715.35,713.5,79,-273,-338,-1.24,14.759392389879054,reconstructed
2026-04-08,TITAGARH,S,Y,exited at 15:15,711.9,715.35,708.25,79,280,219,0.80,14.759392389879054,reconstructed
2026-04-08,PIDILITIND,S,Y,exited at stoploss,1359.1,1363.45,1362.8500000000001,41,-178,-242,-1.36,10.22001768641104,reconstructed
2026-04-08,TITAN,L,Y,exited at stoploss,4385.4,4371.6,4436.800000000001,12,-166,-225,-1.36,9.672103222230723,reconstructed
2026-04-08,TITAN,L,Y,exited at stoploss,4385.4,4371.6,4424.700000000001,12,-166,-225,-1.36,9.672103222230723,reconstructed
2026-04-08,JUBLFOOD,S,N,skipped (no_confirm),423.6,425.8,,,,,,,reconstructed
2026-04-08,BAJAJFINSV,L,Y,exited at stoploss,1799,1793.6,1798.3999999999999,31,-167,-230,-1.38,8.47740216418855,reconstructed
2026-04-08,INDIGO,L,Y,exited at stoploss,4695.6,4676.1,4685.4,11,-214,-272,-1.27,7.936403115714106,reconstructed
2026-04-08,LICI,L,Y,exited at stoploss,393.8,392.65,395.4,142,-163,-232,-1.42,7.637219789877504,reconstructed
2026-04-08,LICI,L,Y,exited at 15:15,393.8,392.65,396.85,142,185,123,0.75,7.637219789877504,reconstructed
2026-04-08,ASHOKLEY,L,Y,exited at 15:15,166,165,172.54,338,1910,1848,5.47,7.258344254647959,reconstructed
2026-04-09,BOSCHLTD,L,Y,exited at stoploss,36930,36802.4,36912.4,1,-128,-168,-1.32,21.8472780289684,reconstructed
2026-04-09,BOSCHLTD,L,Y,exited at stoploss,36930,36802.4,36837.4,1,-128,-168,-1.32,21.8472780289684,reconstructed
2026-04-09,NHPC,S,Y,exited at 15:15,77,78,77.24,730,-7,-69,-0.09,7.509988910847698,reconstructed
2026-04-09,AMBUJACEM,S,N,skipped (no_confirm),432.2,434,,,,,,,reconstructed
2026-04-09,TITAGARH,L,N,skipped (no_confirm),721,717.45,,,,,,,reconstructed
2026-04-09,CHAMBLFERT,L,N,skipped (no_confirm),472,470.35,,,,,,,reconstructed
2026-04-09,NTPC,L,Y,exited at stoploss,381.05,380.1,380.3,147,-140,-209,-1.49,4.126241207551367,reconstructed
2026-04-09,NTPC,L,Y,exited at stoploss,381.05,380.1,380.95,147,-140,-209,-1.49,4.126241207551367,reconstructed
2026-04-09,OBEROIRLTY,L,Y,exited at 15:15,1647,1640.7,1655.4,34,238,176,0.82,3.6203290385085514,reconstructed
2026-04-09,EXIDEIND,S,Y,exited at 15:15,312.7,313.8,311.35,179,-18,-79,-0.40,3.4530369774829848,reconstructed
2026-04-10,IRB,S,N,skipped (no_confirm),21,22,,,,,,,reconstructed
2026-04-10,POONAWALLA,L,Y,exited at stoploss,397.9,395.85,396.85,141,-289,-358,-1.24,8.553567329617072,reconstructed
2026-04-10,POONAWALLA,L,Y,exited at stoploss,397.9,395.85,396.6,141,-289,-358,-1.24,8.553567329617072,reconstructed
2026-04-10,SUNPHARMA,S,Y,exited at stoploss,1643.6,1648.45,1644.8500000000001,34,-165,-228,-1.38,6.720849501511503,reconstructed
2026-04-10,WIPRO,S,Y,exited at 15:15,205,206,204.94,274,121,59,0.21,5.752175496478504,reconstructed
2026-04-10,TCS,S,Y,exited at stoploss,2530.1,2536.8,2516.7000000000003,22,-147,-209,-1.42,4.941850914541282,reconstructed
2026-04-10,TCS,S,Y,exited at stoploss,2530.1,2536.8,2523.0000000000005,22,-147,-209,-1.42,4.941850914541282,reconstructed
2026-04-10,BOSCHLTD,L,Y,exited at stoploss,37350,37214.1,37229.1,1,-136,-177,-1.30,3.986532850702151,reconstructed
2026-04-10,BOSCHLTD,L,Y,exited at stoploss,37350,37214.1,37259.1,1,-136,-177,-1.30,3.986532850702151,reconstructed
2026-04-10,PRESTIGE,L,N,skipped (no_confirm),1351.5,1345,,,,,,,reconstructed
2026-04-10,GODREJPROP,S,Y,exited at stoploss,1725,1732.4,1722,32,-237,-299,-1.26,3.0502020202550586,reconstructed
2026-04-10,GODREJPROP,S,Y,exited at 15:15,1725,1732.4,1716.1,32,240,179,0.76,3.0502020202550586,reconstructed
2026-04-13,TATACHEM,S,N,skipped (no_confirm),676.15,679.5,,,,,,,reconstructed
2026-04-13,ADANIENSOL,L,Y,exited at 15:15,1140,1135.1,1175.3,49,1676,1614,6.72,4.259057569989331,reconstructed
2026-04-13,COALINDIA,L,N,skipped (no_confirm),439.5,437.95,,,,,,,reconstructed
2026-04-13,ADANIGREEN,L,Y,exited at 15:15,1066.65,1062.05,1086.35,52,1017,956,3.99,3.6940340755139838,reconstructed
2026-04-13,TATACONSUM,L,N,skipped (no_confirm),1089.3,1086.35,,,,,,,reconstructed
2026-04-13,LODHA,L,Y,exited at stoploss,805.8,801.75,805.45,69,-279,-344,-1.23,3.0736424831852736,reconstructed
2026-04-13,LODHA,L,Y,exited at 15:15,805.8,801.75,822.95,69,1107,1046,3.74,3.0736424831852736,reconstructed
2026-04-13,ASIANPAINT,S,N,skipped (no_confirm),2262,2269.75,,,,,,,reconstructed
2026-04-13,VOLTAS,L,Y,exited at stoploss,1297,1290.45,1318.3500000000001,43,-282,-346,-1.23,2.984410018319006,reconstructed
2026-04-13,VOLTAS,L,Y,exited at 15:15,1297,1290.45,1362,43,2017,1954,6.94,2.984410018319006,reconstructed
2026-04-15,ICICIPRULI,S,Y,exited at stoploss,565,566.85,566.2,99,-183,-250,-1.36,36.098266844126684,reconstructed
2026-04-15,ICICIPRULI,S,Y,exited at 15:15,565,566.85,559.85,99,411,349,1.91,36.098266844126684,reconstructed
2026-04-15,LICI,S,N,skipped (no_confirm),412.3,413.65,,,,,,,reconstructed
2026-04-15,DRREDDY,S,N,skipped (no_confirm),1198.8,1202.7,,,,,,,reconstructed
2026-04-15,HINDALCO,S,N,skipped (no_confirm),1002.1,1005.15,,,,,,,reconstructed
2026-04-15,CYIENT,L,Y,exited at stoploss,950.75,946.95,964.2,59,-224,-290,-1.29,5.404246459307403,reconstructed
2026-04-15,CYIENT,L,Y,exited at stoploss,950.75,946.95,960.6,59,-224,-290,-1.29,5.404246459307403,reconstructed
2026-04-15,HFCL,L,N,skipped (no_confirm),92,91,,,,,,,reconstructed
2026-04-15,ABFRL,L,N,skipped (no_confirm),66,65,,,,,,,reconstructed
2026-04-15,INDUSTOWER,S,Y,exited at stoploss,427.1,428.55,426.84999999999997,131,-190,-258,-1.36,4.756795503839002,reconstructed
2026-04-15,INDUSTOWER,S,Y,exited at 15:15,427.1,428.55,420.1,131,871,810,4.26,4.756795503839002,reconstructed
2026-04-16,ICICIGI,L,N,skipped (no_confirm),1892,1885.9,,,,,,,reconstructed
2026-04-16,SIEMENS,L,N,skipped (no_confirm),3619.3,3605.7,,,,,,,reconstructed
2026-04-16,BLUESTARCO,L,N,skipped (no_confirm),1865.4,1856.55,,,,,,,reconstructed
2026-04-16,LODHA,L,N,skipped (no_confirm),878.45,874.4,,,,,,,reconstructed
2026-04-16,JSWENERGY,L,N,skipped (no_confirm),539,537,,,,,,,reconstructed
2026-04-16,ASTRAL,S,Y,exited at 15:15,1593,1600.15,1576,35,196,135,0.54,3.691897718943939,reconstructed
2026-04-16,CONCOR,S,Y,exited at stoploss,493.05,494.8,493.35,114,-199,-267,-1.34,3.5395279862393663,reconstructed
2026-04-16,IREDA,L,Y,exited at stoploss,131,130,129.22,429,-429,-919,-2.14,3.3851031723300924,reconstructed
2026-04-17,ANGELONE,L,N,skipped (no_confirm),305.65,304.35,,,,,,,reconstructed
2026-04-17,WIPRO,L,N,skipped (no_confirm),207,206,,,,,,,reconstructed
2026-04-17,RVNL,L,Y,exited at stoploss,304,302,302.18,185,-370,-617,-1.67,6.215600667076067,reconstructed
2026-04-17,RVNL,L,Y,exited at stoploss,304,302,302.18,185,-370,-617,-1.67,6.215600667076067,reconstructed
2026-04-17,HDFCLIFE,S,N,skipped (no_confirm),607.2,609.25,,,,,,,reconstructed
2026-04-17,CESC,L,N,skipped (no_confirm),176,175,,,,,,,reconstructed
2026-04-17,ADANIGREEN,S,N,skipped (no_confirm),1110,1114.65,,,,,,,reconstructed
2026-04-17,VBL,L,Y,exited at stoploss,470.75,469.25,469.65,119,-178,-246,-1.38,4.00537529732873,reconstructed
2026-04-17,VBL,L,Y,exited at stoploss,470.75,469.25,470.15,119,-178,-246,-1.38,4.00537529732873,reconstructed
2026-04-17,ITC,L,N,skipped (no_confirm),301.75,301.2,,,,,,,reconstructed
2026-04-20,YESBANK,S,Y,exited at 15:15,20,21,19.87,1000,290,268,0.27,11.786017758103572,reconstructed
2026-04-20,IEX,S,Y,exited at 15:15,127,128,125.43,442,707,645,1.46,8.816486663552729,reconstructed
2026-04-20,TVSMOTOR,L,N,skipped (no_confirm),3762.3,3750.6,,,,,,,reconstructed
2026-04-20,BHEL,L,Y,exited at stoploss,321.85,320.6,324.45,174,-217,-289,-1.33,5.1354523643800265,reconstructed
2026-04-20,BHEL,L,Y,exited at 15:15,321.85,320.6,325.5,174,44,-19,-0.09,5.1354523643800265,reconstructed
2026-04-20,TRENT,L,Y,exited at stoploss,2798.5,2788.25,2799.05,20,-205,-268,-1.31,4.188122490665537,reconstructed
2026-04-20,TRENT,L,Y,exited at 15:15,2798.5,2788.25,2830.1,20,516,454,2.22,4.188122490665537,reconstructed
2026-04-20,JIOFIN,S,Y,exited at stoploss,237,238,237.7,237,-237,-536,-2.26,3.718825892714679,reconstructed
2026-04-20,ANGELONE,L,N,skipped (no_confirm),326.65,325.2,,,,,,,reconstructed
2026-04-20,NESTLEIND,S,N,skipped (no_confirm),1277.5,1280.6,,,,,,,reconstructed
2026-04-21,PNBHOUSING,L,Y,exited at stoploss,972.85,969.35,988.05,57,-199,-265,-1.33,49.977803928881805,reconstructed
2026-04-21,PNBHOUSING,L,Y,exited at stoploss,972.85,969.35,988.55,57,-199,-265,-1.33,49.977803928881805,reconstructed
2026-04-21,SBILIFE,S,Y,exited at stoploss,1920.7,1925.85,1923.85,29,-149,-212,-1.42,9.199063969847277,reconstructed
2026-04-21,SBILIFE,S,Y,exited at 15:15,1920.7,1925.85,1912.3,29,174,113,0.76,9.199063969847277,reconstructed
2026-04-21,ADANIPORTS,L,Y,exited at stoploss,1605,1599.85,1600.25,35,-180,-244,-1.35,6.669277280169118,reconstructed
2026-04-21,ADANIPORTS,L,Y,exited at stoploss,1605,1599.85,1603.35,35,-180,-244,-1.35,6.669277280169118,reconstructed
2026-04-21,OBEROIRLTY,L,Y,exited at stoploss,1734,1727.75,1728.75,32,-200,-263,-1.31,4.7380780860205896,reconstructed
2026-04-21,OBEROIRLTY,L,Y,exited at stoploss,1734,1727.75,1728.25,32,-200,-263,-1.31,4.7380780860205896,reconstructed
2026-04-21,VEDL,S,Y,exited at 15:15,410.35,411.6,402,137,904,843,4.92,4.715115022672871,reconstructed
2026-04-21,JSWENERGY,L,N,skipped (no_confirm),557.4,555.45,,,,,,,reconstructed
2026-04-21,CESC,L,N,skipped (no_confirm),183,182,,,,,,,reconstructed
2026-04-21,LICHSGFIN,L,Y,exited at stoploss,549.65,548.25,551.75,102,-143,-210,-1.47,3.0051430815853277,reconstructed
2026-04-21,LICHSGFIN,L,Y,exited at stoploss,549.65,548.25,551.1,102,-143,-210,-1.47,3.0051430815853277,reconstructed
2026-04-22,NESTLEIND,L,Y,exited at stoploss,1419,1415.4,1415.6000000000001,39,-140,-203,-1.45,8.139600595272908,reconstructed
2026-04-22,NESTLEIND,L,Y,exited at stoploss,1419,1415.4,1417.3000000000002,39,-140,-203,-1.45,8.139600595272908,reconstructed
2026-04-22,HCLTECH,S,Y,exited at stoploss,1315,1318.95,1314.3500000000001,42,-166,-229,-1.38,7.80422065505465,reconstructed
2026-04-22,HCLTECH,S,Y,exited at stoploss,1315,1318.95,1312.25,42,-166,-228,-1.38,7.80422065505465,reconstructed
2026-04-22,TATAELXSI,S,Y,exited at 15:15,4476.1,4491.15,4368,12,1224,1165,6.45,2.739873426128819,reconstructed
2026-04-22,PERSISTENT,S,Y,exited at stoploss,5108,5126.05,5119.35,11,-199,-261,-1.31,1.1227400828411438,reconstructed
2026-04-22,PERSISTENT,S,Y,exited at stoploss,5108,5126.05,5120.85,11,-199,-261,-1.31,1.1227400828411438,reconstructed
2026-04-22,HAVELLS,S,N,skipped (no_confirm),1326,1330.1,,,,,,,reconstructed
2026-04-23,TATACOMM,L,Y,exited at stoploss,1559.8,1554.35,1586.55,36,-196,-261,-1.33,18.198363025896022,reconstructed
2026-04-23,TATACOMM,L,Y,exited at stoploss,1559.8,1554.35,1580.35,36,-196,-261,-1.33,18.198363025896022,reconstructed
2026-04-23,OFSS,S,N,skipped (no_confirm),8031,8055.65,,,,,,,reconstructed
2026-04-23,HAVELLS,S,Y,exited at stoploss,1286.7,1291.1,1282.4999999999998,43,-189,-252,-1.33,13.807152727485928,reconstructed
2026-04-23,HAVELLS,S,Y,exited at 15:15,1286.7,1291.1,1259,43,684,623,3.29,13.807152727485928,reconstructed
2026-04-23,TRENT,S,Y,exited at stoploss,2920.1,2931,2915.1,19,-207,-269,-1.30,12.5147417558448,reconstructed
